meaning_id,mean
45810,පණ්ඩිතමන්‍යයා
45811,පණ්ඩිතමානී
45812,පණ්ඩිතමානී බව
45813,විද්‍යාඩම්බරය
45814,පාදාකාර
45815,පාදාකාරවත්
45816,ගෙවල් ගානේ බඩු විකුණමින් යනවා
45817,තොරොම්බල්කාරයා
45818,සමලිංගික සේවනයේ යෙදෙන්නා
45819,කෞමාර මෛථුනය
45820,බ්‍රවුනීය සංචලනය
45821,කුලුනක අඩිය
45822,ප්‍රතිමාතලය
45823,පාදස්තලය
45824,පාදස්ථලය
45825,පිළිමයක අඩිය
45826,තැරිය
45827,නැට්ට
45828,පුෂ්ප වෘන්තය
45829,සවෘන්ත
45830,සායූකය
45831,උසස් පෙළපතකින් පැවතෙන
45832,හොඳ වර්ගයේ
45833,කුරෙන්තිය
45834,ගොඩනැගිල්ලක පෝටිකෝවට උඩින් ඇති ත්‍රිකෝණාකාර
45835,වේදිකා ගල
45836,සලපිල
45837,පෙඩොකල්
45838,පාංශු විද්‍යාව
45839,පාදමානය
45840,පාවරමානය
45841,දිග නටුව
45842,හොරෙන් බලනවා
45843,උලුප්පනවා
45844,පොතු ගැසීම
45845,පොතු ගැහීම
45846,එබිකම් කරනවා
45847,එබිකම් කිරීම
45848,එබී බලනවා
45849,එබී බලවා
45850,එබෙනවා
45851,කුකුළුපැටවකු මෙන් හඬනඟනවා
45852,ප්‍රථම දර්ශනය
45853,රදළ පෙළ
45854,ශ්‍රේෂ්ඨතාව
45855,වංශාධිපති කාන්තාව
45856,නොරුස්සනවා
45857,කෝප වුණු
45858,නිතර වරද සොයන
45859,නුරුස්සන
45860,ඇණ හිටුවීම
45861,ඇණහිටුවීම
45862,කූඤ්ඤ ගැහීම
45863,අවමානාත්මක
45864,අවගුණ
45865,අවභාණ
45866,චීනයේ උපත ලද කෙටි පා ඇති සුනඛ විශේෂයක්
45867,තේකොළ වර්ගයක්
45868,පෙලෙගියානුවාදය
45869,සමුද්‍ර
45870,ඔටුමානා
45871,කරවැල් කොකා
45872,ස්ත්‍රීන්ගේ දිග කබාය
45873,අවුල් ලෙස
45874,මහත් කලබලයෙන්
45875,පෙලග්‍රාව
45876,සම ඇකිලී ශරීරය දිරා යන මාරාන්තික ඌනතා රෝගයක
45877,ඡවිකාව
45878,බන්ධන ක්‍රියාව
45879,අතිනිර්මල
45880,ඉතා පැහැදිලි
45881,තිර නෙරුව
45882,සංවිකෘතිය
45883,සංවිකාර
45884,සංවිකරණය
45885,බිත්තිවලින් වට වූ ස්ථානයක බෝතලයක ආධාරයෙන් කෛ
45886,ඡත්‍රීය
45887,ශ්‍රෝණිය හා සම්බන්ධ
45888,උකුළු ප්‍රදේශය
45889,වස්ති දේශය
45890,ශ්‍රෝණිය
45891,කොටු කර තබනවා
45892,ලේඛන නාමය
45893,දඬුවම් පිළිබඳ
45894,දඬබත් කරනවා
45895,දඬුවම් පමුණුවනවා
45896,පැන්ස
45897,පැන්සය
45898,තුලිකාව
45899,තූලිකාව
45900,තෙල්ල
45901,පැන්සල
45902,පැන්සලය
45903,සටහන් කරගන්නවා
45904,අවලම්බන
45905,අවලම්බිත
45906,අවිනිශචිත
45907,එල්ලා වැටෙන
45908,ලැඹියාව
45909,ලැඹීම
45910,ඔලඹුව
45911,අතීරිත
45912,තීන්දු නැති
45913,අවලම්බ
45914,අවලම්බය
45915,මංජරි වෘන්තය
45916,අඩ විල
45917,තපස්
45918,තපස්චර්යාව
45919,අඩ තැන්න
45920,අඩ තැනි හට ගැනීම
45921,ඇතුල් විය හැකි
45922,සිදුරු කළ හැකි
45923,ඇතුල් වෙනවා
45924,කා වැදෙනවා
45925,තීක්ෂ්ණ
45926,විත්කන
45927,විනිවිද යන
45928,සියුම්
45929,විනිවිදුම්මානය
45930,පෙන්ගුවින්
45931,පෙනිසිලාකාර
45932,පෙනිසිලින්
45933,ඇහැටියෙන් තැලීම
45934,අර්ධද්වීපය
45935,අර්ධද්වීප
45936,අර්ධද්වීපික
45937,පිරිමිඇඟ
45938,පුරුෂ ලිංගය
45939,පුරුෂලිංගය
45940,ශිශ්නය
45941,පශ්චාත්තාපය
45942,පසු තැවෙන්නා
45943,පසුතැවිල් පිළිබඳ
45944,චරිතශෝධනාගාරය
45945,නිවේධකය
45946,කුඩා දුනුපිහිය
45947,පෑන පිහිය
45948,දිග
45949,ධ්වජය
45950,පටු කොඩිය
45951,පතාකාව
45952,ඇති ශාකයක්
45953,අපරාධ විද්‍යාව
45954,දණ්ඩන විද්‍යාව
45955,දණ්ඩන ශාස්ත්‍රය
45956,දණ්ඩනවේදය
45957,පෑනේ මිතුරා
45958,පැන්ෂන් පඩිය
45959,විශ්‍රාම වැටුප
45960,විශ්‍රාම වැටුම
45961,විශ්‍රාමිකය
45962,වෛශ්‍රාමිකය
45963,විශ්‍රාම වැටුප් හිමි
45964,වෛශ්‍රාමිකය හිමි
45965,විශ්‍රාම වැටුපට සම්බන්ධ
45966,විශ්‍රාමිකයා
45967,විශ්‍රාමිකයෝ
45968,කල්පනාවෙහි යෙදුණු
45969,නලංගුවූ
45970,කොටු දොර
45971,කොටු කර තබන ලද
45972,පංචභාස්මික
45973,පෙන්ටබ්‍රෝමයිඩ්
45974,පංචාණ්ඩප
45975,පෙන්ටක්ලෝරයිඩ්
45976,පස්කොන් තරුව
45977,ලාංඡනයක් හැටියට භාවිත කරන රූපය
45978,පංචචක්‍රීය
45979,පංචකය
45980,පංචකලාපී
45981,පංචදශාස්‍රය
45982,පංචකෝණය
45983,පංචභුජය
45984,පංචාස්‍රය
45985,පංචාසූය
45986,පස් පට්ටම
45987,පස්කොන
45988,පංචජාලකය
45989,පෙන්ටගිනියා
45990,පෙන්ටහයිඩ්‍රොක්සි
45991,පෙන්ටඅයඩයිඩ්
45992,පංචාංක
45993,පස්මත් විරිත
45994,පෙන්ටන්ඩ්‍රියා
45995,පංචරේණුක
45996,පංචදල
45997,පංචපත්‍රී
45998,පංචපක්ෂ
45999,පස්කොන්
46000,පංචපංක්තික
46001,පරණ තෙස්තමේන්තුවේ මුල් පොත් පහ
46002,ඉසව් පහේ තරඟය
46003,පංචපරමාණුක
46004,ස්වර පහක් ඇති
46005,පංචසංයුජ
46006,යුදෙව්වන්ගේ අස්වනු කපාගන්නා උත්සවය
46007,බිහිසියන
46008,ඉදහිය
46009,පෙන්ට්නියුක්ලියොටයිඩ්
46010,පෙන්ටොබාර්බිටොන්
46011,පංචෝඩය
46012,පෙන්ටොසාන්
46013,පෙන්ටෝස්
46014,පෙන්ටොතාල්
46015,පෙන්ටොක්සයිඩ්
46016,කොටු දොරුව
46017,උපාන්ත
46018,උපාන්තය
46019,උපාන්ත්‍ය
46020,උපච්ඡායාව
46021,උපඡායාව
46022,ඡායාප්‍රාන්තය
46023,බාලඡායාව
46024,දුප්පත්
46025,කාර්යාල කාර්ය සහායක
46026,ශාශ්වතීකරණය
46027,සදාතනීකරණය
46028,තක්කාරිය
46029,ගම්බිරිස්
46030,ගම්මිරිස්
46031,ගම්මිරිස් කුඩු ඉහිනවා
46032,ගම්මිරිස් යොදනවා
46033,ගම්මිරිස් කරල
46034,පෙපමින්ට්
46035,මිංචි වර්ගයක්
46036,පෙප්සින්
46037,පෙප්ටේස්
46038,පෙප්ටිඩේස්
46039,ඇමිනෝ අම්ල
46040,පෙප්ටයිස් කිරීම
46041,පෙප්ටයිස් කරනවා
46042,පෙප්ටෝන්
46043,අතිආම්ලිකතාව
46044,බාගවේලාවට
46045,සමහර විට
46046,එහා මෙහා ඇවිදිනවා
46047,ඔබ මොබ යනවා
46048,අත දරුවන් තබා තල්ලුකරන රථය
46049,දුරමානය
46050,දූරමානය
46051,වාරමානය
46052,වියන ලද කපුපිළී
46053,සියයට
46054,ප්‍රතිශත
46055,ප්‍රතිශතය
46056,ප්‍රතිශෝධනය
46057,සියයට ගණන
46058,ප්‍රතිශතකය
46059,උපලබ්ධි ඵලය
46060,සංඥාකය
46061,සංඥාතය
46062,සංජානනය කිරීම
46063,ඉන්ද්‍රියගෝචර
46064,ග්‍රහණයෙන් අයත් වීම
46065,අනුබොධය
46066,අනුබෝධය
46067,ප්‍රත්‍යක්ෂඥානය හා සබැඳි
46068,සංජානක
46069,උසක ලගිනවා
46070,පර්ක්ලෝරයිඩ්
46071,කෝපි පෙරන උපකරණය
46072,පාරස්ඵටිකීකරණය
46073,පරසාරී
46074,ආනිහනනය
46075,එකට වැදීම
46076,පාර ආසවනය
46077,සදාතන
46078,තැනින් තැන යනවා
46079,සැරිසරනවා
46080,දේශාටනය
46081,උකුස්සන් විශේෂයක්
46082,කාලතරණය
46083,අවිරත
46084,බහු වාර්ෂිකයෝ
46085,ප්‍රතිව්‍යහනය
46086,පිරිස්ත්‍රොයිකාව
46087,අඩුලුහුඬු නැති
46088,පූර්ණ කළහැකි
46089,උතුම් ගුණය
46090,නිර්දෝෂතාව
46091,පරිපූර්ණතාවාදය
46092,පාරප්‍රාප්තිවාදය
46093,සර්වතෝභද්‍ර වාදියා
46094,ඉතා උනන්දු ඇති
46095,ද්‍රෝහය
46096,ද්‍රෝහිකම
46097,විශ්වාසභංගය
46098,පාරපත්‍රී
46099,ඡිද්‍රණය
46100,විදගෙන යනවා
46101,විදිනවා
46102,සඡිද්‍ර
46103,සසිදුරු
46104,සිදුරු කරනවා
46105,සිදුරු කිරීම
46106,සිදුරුකුරුව
46107,අවශ්‍යකම නිසා
46108,බලාහත්කාරයෙන්
46109,අභිවහනය කරනවා
46110,අනුයුංජනය
46111,අභිවාහ්‍ය
46112,ප්‍රතිඥා
46113,සම්පාදක
46114,අභිවාහක
46115,ඉටුකරන්නා
46116,රඟ දක්වන
46117,කාර්යඵලය
46118,විලවුන්
46119,සුගන්ධය
46120,සුවඳ සාදන්නා
46121,සුවඳ ද්‍රව්‍ය නිපදවන තැන
46122,සුවඳ ද්‍රව්‍ය වෙළඳ සල
46123,සුවඳ විලවුන්
46124,නොසැලකිලිමත්ව ක්‍රියා කරන
46125,මල් වැලින් සැදි ආරුක්කුව
46126,බාගෙට
46127,පරිගුදය
46128,පරිආක්ෂක
46129,බාහිකජනකය
46130,පරිචක්‍රීය
46131,පරිකන්තුවිච්ඡේදනය
46132,පරිකන්තුදාහය
46133,පරිකන්තුව
46134,හෘත්කෝශය
46135,හෘදය පටලය
46136,පරිස්කන්ධය
46137,පරිකවච
46138,පරිකවචය
46139,පරිසෘක්තිය
46140,පෙරික්‍රොන්ඩියම
46141,පරිතල
46142,පර්යානතිය
46143,පරිවක්‍රාභය
46144,පරිචර්මය
46145,පරිය
46146,පෙරිඩිනින්
46147,පරිඩියෝල
46148,පරිඩිය
46149,උපභූමිකය
46150,චන්ද්‍රචාරයේ පෘථිවියට සමීපතම ස්ථානය
46151,භූ සමීපකය
46152,පෙරිග්ලියාව
46153,පරිකෝණය
46154,පෙරිගෝනිය
46155,පරිජායාංගය
46156,පරිජායාංගී
46157,පරිජායාංගතාව
46158,අපහේලිකය
46159,උපහේලිකය
46160,ග්‍රහ තාරකා අතර පෘථිවියට සමීපතම තැන
46161,සූර්ය සමීපකය
46162,පරිවසා
46163,නගර ප්‍රාකාරය
46164,පරිමාපකය
46165,පරිමිතය
46166,පරිමිතිය
46167,මුළු මායිමෙහි දිග
46168,පරිමාතය
46169,පෙරීනය
46170,විටප සීවනය
46171,අදෝභගය
46172,විටපය
46173,අවර්තක
46174,ආවර්තක
46175,ආවර්තකය
46176,ආවර්තිත
46177,කලින් කල සිදුවන
46178,කාලාවර්තක
46179,නියමිත අවස්ථාවන්හි සිදුවන
46180,සාමයිකව සිදුවන
46181,ආර්තවික
46182,කලින් කල
46183,ආවර්තිකතාව
46184,ආවර්තිකාව
46185,ආවර්තිතාව
46186,නියමිත කාලයෙහි සිදුවීම
46187,වාර නියමය
46188,සිදුවන බව
46189,ආවර්තරේඛය
46190,පරිවාසි ජනයා
46191,පර්යස්ථිය
46192,පරිපථන
46193,භ්‍රමණශීලී
46194,පරිපථන විද්‍යාව
46195,පරිපථනවාදීහු
46196,පරිවර්ථනය
46197,චක්‍රීය භාෂාව
46198,චක්‍රීයත්වය
46199,පරිප්ලාස්මය
46200,ඉක්මනින් නරක්වන
46201,කලක් තබාගත නොහැකි
46202,නරක් වන සුළු
46203,නරක්වන සුලු
46204,නශ්‍ය
46205,නාශනශීලී
46206,කරදරකාර කොළුවා
46207,ඉසිලිය නොහැකි
46208,පරිපෝෂය
46209,පරිපෝෂ සහිත
46210,පරින්‍යස්තනය
46211,බඩවැලෙහි හැකිළීම හා දිගහැරීම
46212,පරිපුටය
46213,පලිඝකාව
46214,අන්ත්‍රාවරණය
46215,කුක්ෂිපටලය
46216,පරිතානය
46217,අන්ත්‍රාවරණය ඉදිමීම
46218,පරිතාන ප්‍රදාහය
46219,පරිතානදාහය
46220,පෙරිටනයිටිස්
46221,පරිකේෂර
46222,පරිනිභෘතකදාහය
46223,පාරගම්‍ය
46224,මිනීමල්
46225,සොහොන්මල්
46226,පරිශෛලමීය
46227,අපකර්ෂී
46228,දිවුරා බොරු කියනවා
46229,බොරු දිවුරන්නා
46230,අසත්‍ය සාක්ෂ්‍යය
46231,දිවුරා බොරු කීම
46232,බොරු සාක්කි කීම
46233,බොරු සාක්කිදීම
46234,මුසා සාක්කිය
46235,මුසාසාක්කිය
46236,අහංකාර ලෙස හැසිරෙන
46237,භාෂණඵලය
46238,භාෂණඵලමයී
46239,කොණ්ඩය රැලි ගන්වනවා
46240,නිත්‍ය තුහින
46241,සැමදා හිමට යට වූ පස්
46242,පාරමිශ්‍රලෝහය
46243,නිත්‍යතාව
46244,ස්ථිරත්වය
46245,ස්ථීරත්වය
46246,පාරගම්‍යතාව
46247,පාරගම්‍යතාමානය
46248,පාරගමනය
46249,පාරගාමී
46250,ආදි යුගවලට සම්බන්ධ
46251,ප්‍රතිසහශ්‍ර
46252,ප්‍රතිසහශ්‍රය
46253,ප්‍රතිසහස්‍ර
46254,ප්‍රතිසහස්‍රය
46255,ප්‍රතිසහශ්‍රකය
46256,පාරවිද්‍යුත් නියතය
46257,පාරවේද්‍යතාව
46258,අංකපාශය
46259,නිමේයය
46260,විපරිණාමය
46261,සංකරණය
46262,විපරිවර්තීය පද
46263,අනර්ථ ගෙන දෙන
46264,සුළු වැරදි දක්නා
46265,පර්නොක්ටොන්
46266,පෙරොක්සිඩේස්
46267,ඔක්සිජන් අඩංගු සංයෝගයක්
46268,පෙරොක්සයිඩ්
46269,නරකක් කරනවා
46270,වරදක් කරනවා
46271,අපරාධ කිරීම
46272,අපරාධ කාරයා
46273,චිරස්ථායී කරනවා
46274,අනවරත වාර්ෂිකය
46275,අන්තෝජටා
46276,ජරමර
46277,වත්ත වික්ෂේපය
46278,වික්ෂේප
46279,වික්ෂෝභනය
46280,විමතිය
46281,පැටලැවුණු ස්වභාවයක් ඇතිව
46282,අතිරේක ලාභය
46283,අධ්‍යාර්ජනය
46284,උරුමයෙන් බැහැර ආදායම්
46285,උරුමයෙන් බැහැරි ආදායම
46286,බාහිර ආදායම්
46287,බීම වර්ගයක්
46288,වධ දීම
46289,තද්භූ
46290,දේභාවය
46291,උට්ඨාන වීර්යය
46292,අභිනිවේශය
46293,දැඩි වීර්ය කරනවා
46294,උපහාසය
46295,අප්‍රතිහතව කරගෙන යනවා
46296,නොනැසී පවතිනවා
46297,මුරණ්ඩුකම් දක්වනවා
46298,අප්‍රතිහත ධෛර්යය
46299,"එලබ සිටීම,ප්‍රස්ථීතිය"
46300,ප්‍රාවර්තනය
46301,අනවරත
46302,අප්‍රපතන
46303,නිබැදි
46304,නිබැඳි
46305,නොනැවත කරනු ලබන
46306,නොනැවතී පවත්නා
46307,නොනැසී පවත්නා
46308,නිබඳු
46309,පුද්ගල ස්ථීත්‍යයක් ඇති
46310,මනා රූ ඇති
46311,උත්තමයා
46312,උත්තමයෙක්
46313,උසස් කෙනෙක්
46314,පුද්ගලාධිෂ්ඨානය
46315,පුද්ගල ප්‍රමාණවාදය
46316,පුද්ගලප්‍රමාණවාදය
46317,පුද්ගලවිභාගය
46318,කෙනෙකු පිළිබඳ දොස් දක්වා කරන කථා
46319,අනුභාසම්පන්න බව
46320,පුද්ගලායනය
46321,පෞද්ගලිකව අයිති කරගන්නවා
46322,අනෙකෙකු සේ පෙනී සිටිනවා
46323,සංරුද්ධ
46324,අනෙකෙකු සේ පෙනීසිටීම
46325,පුද්ගලාරූඩය
46326,විඩම්බකයා
46327,පුද්ගලත්වය ආරෝපණය කිරීම
46328,පුද්ගලවත් කිරීම
46329,පුද්ගලායිත
46330,පුද්ගලයනය
46331,කාරක මණ්ඩලය
46332,ස්වීයත්ව අධ්‍යයනය
46333,ප්‍රාවශෝෂණය
46334,අතිශෝෂණය
46335,ඇසට පෙනෙන දර්ශනය
46336,දෘෂ්ටිකෝණය
46337,පර්යාදර්ශී
46338,පර්යාලෝක
46339,පර්යාලෝකය
46340,යථාදර්ශනය
46341,පර්යාලෝකවාදය
46342,පර්යාලෝකතාව
46343,පාරදෘශ්‍ය ප්ලාස්ටික් විශේෂයක්
46344,තීක්ෂ්ණ බුද්ධිය ඇති
46345,සූක්ෂ්ම දෘෂ්ටි ඇති
46346,තීක්ෂ්ණතාව
46347,දෘෂ්ටිය පිළිබඳ තීක්ෂ්ණභාවය
46348,බුද්ධිය පිළිබඳ තීක්ෂ්ණභාවය
46349,නිරවුල් බව
46350,පැහැදිලිබව
46351,නිරවුල්
46352,ඩාදිය
46353,ඩාදිය දැමීම
46354,දහඩිය ගැලීම
46355,දාඩිය දමනවා
46356,හැල්බඩ ලනවා
46357,අනුනයනය කරනවා
46358,අනුනයනය කිරීම
46359,ඒත්තු ගන්වනවා
46360,නම්මා ගන්නවා
46361,අනුනයී
46362,නම්මන
46363,එළවා යනවා
46364,එළවා යෑම
46365,බුහුටි
46366,අදාළව පවතිනවා
46367,අයිතිව පවතිනවා
46368,වික්ෂිප්තභාවයට පමුණුවනවා
46369,කැලඹීම
46370,උත්කාසය
46371,බොරු කොණ්ඩය
46372,පරීක්ෂාකාරීව කියවීම
46373,පරීක්ෂාවෙන් කියවා බලනවා
46374,ව්‍යාප්ත වෙනවා
46375,විනිවිද යනවා
46376,හාත්පස පැතිරෙනවා
46377,පැතිරී පවතින
46378,අයුතු ලෙස යෙදෙනවා
46379,අවවර්තනය
46380,අවවර්තිකයා
46381,කාමවිකෘතයා
46382,නොනිසි ලෙස යොදනවා
46383,මිථ්‍යාදෘෂ්ටි වැළඳගත් තැනැත්තා
46384,මිථ්‍යාදෘෂ්ටියට හරවාගන්නවා
46385,ප්‍රකම්පනය
46386,ඇතුළට යා හැකි
46387,ස්පාඤ්ඤයේ කාසියක්
46388,කරච්චල් කරන
46389,ලතින් ඇමෙරිකානු රටවල භාවිත කරන මුදල්
46390,පෙසරිය
46391,යෝනිස්තම්භනිය
46392,අශුභවාදය
46393,සර්වාශුභවාදියා
46394,සර්වාශුභවාදි
46395,කෘමිනාශක ද්‍රව්‍යය
46396,බොහෝ පීඩා ගෙනදෙන
46397,වසංගත ඇති කරන
46398,මහත් උපද්‍රව සහිත
46399,මූසුල
46400,මොහොල
46401,මෝල්
46402,මෝල්ගස
46403,මෝල්ගහ
46404,වණ
46405,දල
46406,දලය
46407,පතාක දලය
46408,මල් පෙත්ත
46409,ශේඛරපත්‍රය
46410,දලාකාර
46411,දලාභය
46412,දලාභතාව
46413,දලාභ
46414,සදලතාව
46415,පුපුරන වෙඩි වර්ගයක්
46416,පෙටිකීය
46417,ක්ෂය වී යනවා
46418,ක්‍රමයෙන් නැතිවී යනවා
46419,ඝන දඟ වැටුණු සේද පටි
46420,පෙතින්
46421,වෘන්ත
46422,වෘන්තීය
46423,කොළ නටුව
46424,පත්‍ර වෘන්තය
46425,වෘන්තික
46426,වෘන්තිකාව
46427,චුට්ටි
46428,පුංචි
46429,පෙටිට්මාල්
46430,ගල
46431,පාෂාණ විද්‍යාව
46432,කුඩා මුහුදු පක්ෂියෙක්
46433,පාෂාණීභුතය
46434,ගල්වීම
46435,පාෂාණි භවනය
46436,පාෂාණිභවනය
46437,ශිලාභවනය
46438,ගල් කරනවා
46439,ගල් ගැහෙනවා
46440,ගල් වෙනවා
46441,පැට්‍රෝලියම්
46442,බොරතෙල් හෝ භූමි වායුවෙන් ලබා ගන්නා ද්‍රව්‍යයක්
46443,තෙල් විකුණා ලැබෙන ඩොලර්
46444,පාෂාණජනනය
46445,පාෂාණ විස්තර විද්‍යාව
46446,පාෂාණසංයුති විද්‍යාව
46447,ඛනිජ තෙල්
46448,පැට්‍රල්
46449,පැට්‍රෝල්
46450,පරම්පරා විද්‍යාව
46451,පාෂාණකාමී
46452,පාෂාණශාක
46453,පිටකොටුව
46454,නීවිය
46455,යටගවුම
46456,ස්ත්‍රීන්ගේ යටසාය
46457,සුළු දේ ගැන නඩු කියනවා
46458,සුළු දේ ගැන නඩුහබ ගැන ක්‍රියා කරන නීතිඥයා
46459,කෙස් පලන
46460,කේන්ති යන
46461,කේන්තියෙන් සිටින
46462,වහා ඇවිස්සෙන බව
46463,නොරිස්සුම් ගති ඇති
46464,මල් ඇති ශාකයක්
46465,ආසන පෙළක් ඇති බංකුව
46466,පිට්ටර් ලෝහය
46467,පිව්ටර්
46468,මෙක්සිකානු පතොක් විශේෂයක්
46469,පෙයෝජිතිස්මය
46470,ජර්මනියේ ඉතා සුළු වටිනාකමක් ඇති කාසියක්
46471,පාකොලයිට්
46472,පාකොලිත්
46473,පේයොපිසේය
46474,පේයොපිල්
46475,පේයොපීටා
46476,පේයොපීටා ශාකය
46477,පේයොස්පොරේ
46478,අශ්වයන් දෙදෙනකු ඇති රථය
46479,පේගෝසයිටය
46480,භක්ෂ සෛටය
46481,ලේවල රෝගබීජනාශක කොටසක්
46482,භක්ෂසෛටොසියාව
46483,ඇඟිලි ඇට
46484,සෙබළ මුල්
46485,ඇඟිලි ඇටය
46486,ජනතා සමූහය
46487,පර්වනය
46488,පාලිකය
46489,සෙබළ මුළ
46490,සේනාබ්‍යහය
46491,ලිංගය වැනි
46492,පැලයින්
46493,පලුස් වැනි
46494,පලුස්
46495,ලිංගරූපය
46496,ශෛශ්නය
46497,දෘශ්‍යයෝගි
46498,දෘශ්‍යශාකය
46499,අභූතරූපය
46500,අභූතරූපදර්ශනය
46501,පාරාවෝ
46502,ව්‍යාජ භක්තික
46503,පරිසිවාදය
46504,ව්‍යාජ භක්තිකයා
46505,හොර උපාසකයා
46506,භෛෂජ්‍ය ශක්තතාව
46507,ඖෂධ විද්‍යාව
46508,ඖෂධ ශාස්ත්‍රය
46509,භිෂක්වේදය
46510,භිෂග්වේදය
46511,ඖෂධ නිඝණ්ඩුව
46512,ඖෂධසංග්‍රහය
46513,භිෂග්වකිත්සාව
46514,ඖෂධාගාරය
46515,ඖෂධාලය
46516,පහන්කණුව
46517,උගුරේ දැවිල්ල
46518,කණ්ඨවිවරදාහය
46519,ග්‍රසනිකා පදාහය
46520,ග්‍රසනිකාදාහය
46521,ග්‍රසනිකාද්වාරණය
46522,උගුරේ කෙළවර කොටස
46523,ග්‍රසනිකාව
46524,ප්‍රාවස්ථාව
46525,පසෙයොලින්
46526,පසෙයොලුනටින්
46527,කලාස්ථ කිරීම
46528,අවධිකය
46529,වලිකුකුළාට සමාන පක්ෂිවර්ගයක්
46530,වල්ක චර්මය
46531,වල්ක ජනකය
46532,පෙනසිටින්
46533,පෙනසෝන්
46534,මිථ්‍යා පක්ෂියෙක්
46535,පෙනොබාර්බිටොන්
46536,ඇරෝමැටික හයිඩොකාබනයක ව්‍යත්පන්නය
46537,පීනොල්
46538,පීනෝල්
46539,ජීවර්තු විද්‍යාව
46540,වර්තු විද්‍යාව
46541,සෘතු ඵල විද්‍යාව
46542,ප්‍රපංච
46543,සංසිද්ධි
46544,ප්‍රපංචවාදය
46545,ප්‍රපඤ්චවාදය
46546,සංසිද්ධි වාදය
46547,අද්භූත සිද්ධිය
46548,රූපානුදර්ශය
46549,රූපානුදර්ශී
46550,රූපානුදර්ශීය
46551,රූපායුදර්ශිය
46552,පෙනිල් ඇලනයින්
46553,ග්‍රීක හෝඩියේ විසි එක්වන අකුර
46554,ඵයි සංගුණකය
46555,මි සංගුණකය
46556,පෛ සංසිද්ධිය
46557,වනයේ පඳුරු විශේෂයක්
46558,සල්ලාලනය කරනවා
46559,ස්ත්‍රීන් සමග සෙල්ලම් කරනවා
46560,ජනහිතකාමය
46561,පරාර්ථ චර්යාව
46562,පරාර්ථකාමියා
46563,මුද්දර එකතු කරන්නා
46564,මුද්දර එකතු කිරීම
46565,බැණ වැදීම
46566,පිලිස්තීනු දෘස්ටිය
46567,සභ්‍යත්වය නොරුස්නා බව
46568,වාග්විද්‍යාත්මක
46569,භාෂාශාස්ත්‍රය
46570,වාග්විද්‍යාව
46571,ශබ්ද විද්‍යාව
46572,දාර්ශනික නිගමනය
46573,දාර්ශනික ප්‍රදර්ශකත්වය
46574,ආපදාවන්හි කම්පා නොවන්නා
46575,තත්ත්වඥයා
46576,දර්ශන වාදියා
46577,දාර්ශනිකයා
46578,ප්‍රාඥයා
46579,න්තකයා
46580,කම්පා නොවන
46581,දර්ශනය පිළිබඳ වූ
46582,දාර්ශනික
46583,ප්‍රාඥ
46584,ඥානවන්ත ලෙස කියනවා
46585,ඥානවන්ත ලෙස සිතනවා
46586,දාර්ශනික විමර්ශනය
46587,ආන්වික්ෂිකී ශාස්ත්‍රය
46588,තත්ත්වවිචාරය
46589,දර්ශන විද්‍යාව
46590,ඉනා බේත
46591,වශීකරණ ඖෂධය
46592,ඉණාව
46593,රෞධ්‍යය
46594,ඉණා බෙහෙත්
46595,මූණ
46596,ධමනීපාකය
46597,ලේ නහරවල රුදාව
46598,හිංස්‍රාදාහය
46599,ප්ලීබොටමස්
46600,ප්ලෝබපීන්
46601,ප්ලෝයම
46602,ප්ලොස්ටන්
46603,මුල් අවධියේදී දහනය ඇතිකළා යයි කියන දෑ
46604,ප්ලෝරොග්ලුසින්
46605,ස්ඵුරමානය
46606,භීතිකාව
46607,අද්විතීයයා
46608,පිනික්ෂියා
46609,පොනය
46610,ස්වනය
46611,ධ්වනිරේඛය
46612,ධ්වනි තත්වේක්ෂය
46613,ධ්වනිමානේක්ෂය
46614,ශබ්දාණුව
46615,වාග්විෂයක
46616,ශබ්දයන් පිළිබඳ
46617,භාෂා විද්‍යාඥයා
46618,ශබ්දවිද්‍යාඥයා
46619,පොනොඩයිකය
46620,පොනෝඩයිකය
46621,පොනෝග්‍රෑමය
46622,ශබ්ද රූපය
46623,ශබ්දවාහිනී තැටිය
46624,හඬ තැටිය
46625,තැටි වාදන යන්ත්‍රය
46626,ශබ්ද ලේඛය
46627,ලඝුලේඛන ක්‍රමයක්
46628,පෝනෝනය
46629,ධ්වනි ව්‍යථය
46630,ධ්වනි භීතිකාව
46631,ශබ්ද රෙකෝඩය
46632,ධ්වනීක්ෂය
46633,ප්‍රේරණ නියාමය
46634,පොස්පටේස්
46635,පොස්පේට්
46636,ෆොස්පේට්
46637,පොස්පොග්ලුකොමියුටේස්
46638,පොස්පොග්ලිසරැල්ඩිහයිඩ්
46639,පොස්පොහෙක්සොකයිනේස්
46640,පොස්පොලිපිඩ්
46641,පොස්පොලිපින්
46642,ප්‍රකාශද
46643,පොස්පර් ලෝකඩ
46644,ස්ථූරදීපනය වෙනවා
46645,අග්නිරහිත දීප්තිය
46646,ස්ථුරදීපනය
46647,ස්ථූරදීපනය
46648,ස්ඵුරදීපනය
46649,ස්ඵුරදීප්ත
46650,ස්ඵූරදීප්ත
46651,පොස්පොරොලිසිය
46652,ස්ථුරදීපේක්ෂය
46653,පොස්පොරිලේස්
46654,පොස්පොරයිලීකරණය
46655,පෝටය
46656,ප්‍රභාරක්තය
